x,y,z,cluster
3.06503,2.44908,-0.824382,6
3.08077,2.43084,-0.824597,6
3.14262,2.35684,-0.825457,6
3.16173,2.341,-0.826748,6
3.18471,2.3279,-0.829113,6
3.20368,2.31175,-0.830404,6
3.22337,2.29601,-0.831909,6
3.2382,2.27675,-0.832124,6
3.2489,2.25461,-0.831264,6
3.26509,2.23629,-0.831909,6
3.2836,2.2195,-0.8332,6
3.30447,2.20419,-0.835136,6
3.32527,2.18871,-0.837071,6
3.34191,2.17039,-0.837932,6
3.72998,1.73268,-0.866107,6
3.74232,1.71057,-0.866537,6
3.76343,1.69238,-0.869118,6
3.78804,1.67558,-0.872559,6
3.8063,1.65582,-0.874494,6
3.82986,1.6382,-0.877721,6
1.4063,-3.07714,-0.705445,8
1.37136,-3.05009,-0.696842,8
2.17938,3.34509,-0.886279,6
2.2004,3.33246,-0.886505,6
2.2181,3.31485,-0.885375,6
2.23511,3.29634,-0.884019,6
2.25254,3.27855,-0.882889,6
2.27039,3.26147,-0.881985,6
2.28979,3.24668,-0.881759,6
2.30797,3.23019,-0.881081,6
2.32375,3.21045,-0.879499,6
3.3153,2.15371,-0.87724,6
2.73488,-0.563235,-0.607882,9
2.73613,-0.581018,-0.609012,9
2.71444,-0.593838,-0.604718,9
1.44559,-3.11086,-0.755893,8
1.40171,-3.11593,-0.75273,8
1.38335,-3.12625,-0.753182,8
1.39718,-3.21061,-0.772389,8
2.71725,-0.560449,-0.639376,9
2.71756,-0.577917,-0.640327,9
2.70732,-0.593129,-0.638662,9
1.42114,-3.05982,-0.786132,8
1.39102,-3.04375,-0.779472,8
1.37192,-3.05134,-0.779235,8
1.35514,-3.06414,-0.780424,8
1.33941,-3.07952,-0.782327,8
2.72232,-0.560156,-0.67338,9
2.7122,-0.575441,-0.67164,9
2.71714,-0.593935,-0.673878,9
2.73801,-0.616128,-0.680344,9
1.35214,-3.05425,-0.817372,8
1.33414,-3.06426,-0.817869,8
2.71975,-0.54457,-0.706427,9
2.69271,-0.556373,-0.699927,9
2.68264,-0.571479,-0.698107,9
2.68851,-0.589994,-0.700707,9
2.71122,-0.612426,-0.707987,9
2.71359,-0.541512,-0.738209,9
2.70739,-0.55757,-0.737396,9
2.69826,-0.572971,-0.735771,9
2.69376,-0.58931,-0.7355,9
2.69009,-0.605828,-0.7355,9
2.79041,-0.646452,-0.765574,9
2.68526,-0.572524,-0.765707,9
2.68545,-0.589812,-0.766834,9
2.7136,-0.613458,-0.776417,9
2.68441,-0.587753,-0.79966,9
2.69195,-0.606738,-0.80317,9
2.74313,-0.635994,-0.82043,9
2.68464,-0.572391,-0.832725,9
2.67921,-0.588445,-0.832118,9
2.68671,-0.60739,-0.835758,9
0.797918,-2.19796,-0.873083,-2
0.785043,-2.20457,-0.873812,-2
0.764272,-2.23254,-0.881468,-2
